id_song,track_name,artist(s)_name,id_rec_1,id_rec_2,id_rec_3,id_rec_4,id_rec_5,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,et_key,et_mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,genre_inferred,subgenre_inferred
497,Down Under (feat. Colin Hay),"Luude, Colin Hay",540,617,149,593,387,3541,2,252871192,57,13,50,1,7,172,1,0,31,4,86,1,0,28,17,luude,colin hay,,,,,,,Hip-Hop / Rap,
498,Mujeriego,Ryan Castro,443,430,471,246,639,1492,0,231996128,44,63,91,0,24,80,4,1,76,92,62,6,0,8,13,ryan castro,,,,,,,,Hip-Hop / Rap,
499,HUMBLE.,Kendrick Lamar,576,600,559,8,570,33206,1,1929770265,284,114,1481,0,5,150,2,0,91,42,60,0,0,9,12,kendrick lamar,,,,,,,,Hip-Hop / Rap,
500,Stan,"Eminem, Dido",42,386,151,534,82,17115,0,918915401,83,63,4180,0,0,80,6,0,78,53,74,4,0,45,21,eminem,dido,,,,,,,Hip-Hop / Rap,
501,Contection,"GODZZ__-, Zakaria",527,113,536,486,314,6955,0,1180896317,65,45,398,0,1,166,10,0,81,83,75,14,0,29,34,godzz,zakaria,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
502,Swim,Chase Atlantic,567,111,322,54,543,2742,0,498960285,5,1,62,0,0,120,7,1,67,8,54,27,0,8,4,chase atlantic,,,,,,,,Pop,
503,Numb Little Bug,Em Beihold,435,174,656,251,684,2026,0,258714692,47,3,42,12,6,85,7,0,74,61,52,30,0,26,9,em beihold,,,,,,,,Hip-Hop / Rap,
504,212,"Mainstreet, Chefin",242,268,480,12,488,352,0,143139338,10,0,39,0,0,154,5,0,79,86,52,66,0,9,7,mainstreet,chefin,,,,,,,Latin / Reggaeton,
505,Bussin,"Nicki Minaj, Lil Baby",583,591,328,350,624,847,0,64714573,25,0,14,0,0,140,1,1,89,75,70,6,0,13,5,nicki minaj,lil baby,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
506,Worst Day,Future,560,315,274,683,602,910,0,50746620,20,3,24,0,0,89,2,1,65,60,60,11,0,10,40,future,,,,,,,,Hip-Hop / Rap,
507,Hrs and Hrs,Muni Long,684,512,503,665,627,1800,0,181328253,43,36,46,13,4,140,7,0,51,66,53,60,0,11,18,muni long,,,,,,,,R&B,
508,Alien Blues,Vundabar,358,648,436,135,631,1930,0,370068639,3,0,28,0,1,82,11,1,47,44,76,8,91,9,3,vundabar,,,,,,,,Pop,
509,Thinking Out Loud,Ed Sheeran,168,700,215,339,380,33032,0,2280566092,363,129,3895,0,28,79,5,1,78,58,45,47,0,18,3,ed sheeran,,,,,,,,Pop,
510,Still Don't Know My Name,Labrinth,206,97,312,134,143,6332,0,563902868,47,116,266,0,0,88,3,1,31,31,63,47,27,21,12,labrinth,,,,,,,,R&B,
511,Christmas Tree,V,90,688,196,359,312,509,9,317622165,8,106,6,0,8,139,3,1,44,18,38,70,0,12,4,v,,,,,,,,Pop,
512,When I R.I.P.,Labrinth,507,503,435,684,618,2578,0,203680270,8,67,66,0,0,80,7,0,39,45,55,73,0,9,21,labrinth,,,,,,,,R&B,
513,Do We Have A Problem?,"Nicki Minaj, Lil Baby",274,559,702,499,140,1064,0,81350745,42,1,26,0,0,120,2,0,84,54,51,47,0,12,40,nicki minaj,lil baby,,,,,,,Hip-Hop / Rap,
514,Forever,Labrinth,446,512,310,147,556,3618,0,282883169,21,86,138,0,2,80,9,0,56,19,46,92,72,11,3,labrinth,,,,,,,,Pop,
515,Gospel (with Eminem),"Eminem, Dr. Dre",496,474,178,115,655,1040,0,64787943,8,0,29,0,0,117,2,1,92,62,86,11,0,24,24,eminem,dr dre,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
516,NEW MAGIC WAND,"Tyler, The Creator",240,11,58,717,24,4708,0,461437791,13,7,55,0,1,140,3,0,62,46,73,10,0,67,11,tyler,the creator,,,,,,,Hip-Hop / Rap,
517,Adore You,Harry Styles,272,438,266,13,70,13454,1,1439191367,246,71,519,2,5,99,7,1,68,57,77,2,0,10,5,harry styles,,,,,,,,Pop,
518,La Santa,"Daddy Yankee, Bad Bunny",580,327,1,655,399,4890,20,759208783,52,42,100,0,0,93,2,1,74,59,87,3,0,8,5,daddy yankee,bad bunny,,,,,,,Latin / Reggaeton,
519,Something In The Way - Remastered 2021,Nirvana,458,201,322,567,111,9514,0,368646862,45,27,1197,0,43,106,7,1,44,8,20,74,42,11,3,nirvana,,,,,,,,Rock / Alternative,
520,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",444,613,115,699,633,3501,0,299634472,69,2,51,11,0,124,8,1,81,68,63,17,0,10,22,dua lipa,megan thee stallion,,,,,,,Pop,Latin / Reggaeton
521,Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",111,70,272,100,266,6111,4,756907987,185,40,492,9,35,95,7,1,76,96,70,18,0,33,4,camila cabello,ed sheeran,,,,,,,Pop,Latin / Reggaeton
522,Envolver,Anitta,603,144,724,210,284,4673,2,546191065,123,113,180,1,4,92,9,0,81,40,73,15,0,9,8,anitta,,,,,,,,Latin / Reggaeton,
523,Starlight,Dave,613,708,220,578,245,1856,3,229473310,29,40,31,1,1,124,8,1,95,36,37,35,0,10,28,dave,,,,,,,,Hip-Hop / Rap,
524,Hati-Hati di Jalan,Tulus,555,451,473,281,112,200,2,202677468,12,4,0,0,0,72,6,1,64,76,44,70,9,12,4,tulus,,,,,,,,Pop,
525,Yo Voy (feat. Daddy Yankee),Zion & Lennox,427,575,252,286,244,2954,2,527033089,18,82,0,0,5,95,10,1,81,56,70,4,0,5,24,zion lennox,,,,,,,,Hip-Hop / Rap,
526,"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",412,55,634,395,140,461,0,94616487,7,11,13,0,0,71,2,0,59,70,74,56,0,11,40,residente,bizarrap,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
527,Jordan,Ryan Castro,536,486,113,314,93,2844,2,394030335,29,2,35,1,0,180,10,0,80,71,68,6,0,10,37,ryan castro,,,,,,,,Hip-Hop / Rap,
528,Nail Tech,Jack Harlow,654,449,563,210,603,2939,0,193443895,42,0,24,0,0,150,9,0,65,11,58,0,0,12,9,jack harlow,,,,,,,,Hip-Hop / Rap,
529,Ya No Somos Ni Seremos,Christian Nodal,633,673,578,220,92,866,16,319757142,27,84,32,7,11,140,8,1,59,73,45,44,0,34,3,christian nodal,,,,,,,,R&B,
530,Freaky Deaky,"Tyga, Doja Cat",88,303,480,488,435,1729,0,153240879,26,1,19,0,0,104,5,0,80,24,65,2,0,9,4,tyga,doja cat,,,,,,,Hip-Hop / Rap,
531,this is what falling in love feels like,JVKE,275,376,624,475,193,2005,0,346127840,16,5,43,0,7,129,1,1,42,33,44,62,0,8,6,jvke,,,,,,,,Pop,
532,La Zona,Bad Bunny,592,67,579,352,680,1188,0,312622938,13,1,15,0,1,94,2,0,76,81,80,20,0,25,4,bad bunny,,,,,,,,Latin / Reggaeton,Pop
533,Hope,XXXTENTACION,150,425,288,321,394,3659,0,1200808494,11,10,267,0,7,146,4,0,59,23,46,66,0,15,6,xxxtentacion,,,,,,,,Pop,
534,Levitating,Dua Lipa,336,23,154,316,151,9833,0,797196073,233,82,531,1,1,103,6,0,69,90,88,5,0,29,8,dua lipa,,,,,,,,Pop,
535,Wake Me Up - Radio Edit,Avicii,454,700,30,279,270,50887,34,1970673297,315,160,6284,1,46,124,5,1,53,66,78,0,0,16,5,avicii,,,,,,,,Rock / Alternative,Pop
536,"jealousy, jealousy",Olivia Rodrigo,113,671,52,186,527,3257,0,665765558,10,0,70,0,0,164,10,0,70,71,58,24,0,7,13,olivia rodrigo,,,,,,,,Pop,
537,Demasiadas Mujeres,C. Tangana,150,382,278,166,533,2226,0,339473453,36,2,11,0,14,126,4,0,67,37,46,13,0,10,39,c tangana,,,,,,,,Hip-Hop / Rap,
538,Something Just Like This,"The Chainsmokers, Coldplay",128,387,593,58,650,23375,21,2204080728,336,188,2692,3,30,103,1,0,61,47,65,3,0,17,4,the chainsmokers,coldplay,,,,,,,Rock / Alternative,
539,Closer,"The Chainsmokers, Halsey",70,438,567,272,414,28032,0,2591224264,315,159,2179,0,44,95,7,1,75,64,52,41,0,11,3,the chainsmokers,halsey,,,,,,,Dance / Electronic,
540,O.O,NMIXX,617,149,593,387,650,290,0,135444283,9,66,10,0,0,200,1,0,39,28,77,4,0,6,29,nmixx,,,,,,,,Hip-Hop / Rap,
541,Tom's Diner,"AnnenMayKantereit, Giant Rooks",295,200,586,75,386,2605,0,236872197,15,48,50,0,3,98,6,0,68,33,43,38,0,36,14,annenmaykantereit,giant rooks,,,,,,,Hip-Hop / Rap,
542,First Class,Jack Harlow,602,591,438,517,212,8737,0,694525298,163,32,137,15,12,107,7,1,91,32,56,3,0,11,10,jack harlow,,,,,,,,Hip-Hop / Rap,
543,Fuera del mercado,Danny Ocean,320,54,111,567,368,2499,21,421365166,68,24,43,1,0,92,7,1,45,27,67,32,0,13,14,danny ocean,,,,,,,,R&B,
544,When You're Gone,Shawn Mendes,122,2,267,300,36,2092,0,255120451,75,11,44,0,14,147,3,1,60,58,69,2,0,58,4,shawn mendes,,,,,,,,K-Pop,
545,In My Head,Lil Tjay,580,327,86,434,345,1185,0,190981339,21,0,31,0,0,143,2,1,68,41,55,16,0,10,12,lil tjay,,,,,,,,R&B,
546,Wait a Minute!,Willow,660,301,407,637,682,11985,0,924193303,79,80,250,3,10,101,11,0,76,63,71,3,0,10,3,willow,,,,,,,,Pop,
547,LOVE DIVE,IVE,124,612,37,680,210,753,8,305771063,28,124,13,0,1,118,2,0,70,54,71,0,0,33,4,ive,,,,,,,,K-Pop,
548,Pantysito,"Feid, Alejo, Robi",174,385,238,20,119,2995,0,273005485,49,17,30,0,0,98,8,0,83,63,74,14,0,16,6,feid,alejo,robi,,,,,,Latin / Reggaeton,
549,Chance,Paulo Londra,559,8,37,691,77,225,0,89566512,11,0,7,0,0,138,2,0,72,22,46,24,0,9,6,paulo londra,,,,,,,,Pop,
550,Cool for the Summer,Demi Lovato,291,58,24,224,296,9243,0,677389855,155,5,577,0,6,114,3,0,59,30,62,1,0,8,4,demi lovato,,,,,,,,Pop,
551,psychofreak (feat. WILLOW),"Camila Cabello, Willow",481,469,44,385,354,918,0,75476209,24,0,52,0,0,180,8,0,63,45,64,34,0,9,8,camila cabello,willow,,,,,,,Latin / Reggaeton,
552,Angel Baby,Troye Sivan,492,50,591,193,670,1959,9,408843328,52,25,32,0,10,145,1,1,56,41,57,1,0,13,3,troye sivan,,,,,,,,Pop,
553,Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",525,252,427,575,669,859,0,178512385,14,0,11,0,0,82,10,1,79,48,84,13,0,21,23,de la ghetto,duki,quevedo,,,,,,Latin / Reggaeton,Hip-Hop / Rap
554,Right On,Lil Baby,393,418,234,64,437,1116,0,101780047,31,9,15,0,1,166,5,1,70,22,61,2,0,10,34,lil baby,,,,,,,,Hip-Hop / Rap,
555,That's Hilarious,Charlie Puth,483,524,281,473,451,686,2,146363130,11,6,12,0,15,108,6,1,71,55,44,74,0,11,6,charlie puth,,,,,,,,R&B,Pop
556,Soy El Unico,Yahritza Y Su Esencia,284,144,603,83,147,226,0,126443991,5,0,4,0,1,84,9,0,71,63,45,45,0,11,3,yahritza y su esencia,,,,,,,,Pop,
557,Falling,Harry Styles,453,568,118,625,635,7556,0,1023187129,124,24,254,0,8,110,9,1,57,6,27,84,0,9,3,harry styles,,,,,,,,Pop,
558,Sigue,"Ed Sheeran, J Balvin",613,115,168,324,78,1370,0,106933107,46,8,60,0,0,88,8,1,89,59,64,5,0,19,7,ed sheeran,j balvin,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
559,Fim de Semana no Rio,teto,8,549,499,124,691,315,2,139193812,27,2,31,0,0,119,2,0,87,28,50,12,0,10,10,teto,,,,,,,,Hip-Hop / Rap,
560,MANIAC,Stray Kids,506,274,178,666,622,651,0,212234990,6,188,20,0,0,120,2,1,58,71,80,15,0,7,41,stray kids,,,,,,,,K-Pop,Hip-Hop / Rap
561,There's Nothing Holdin' Me Back,Shawn Mendes,270,209,306,692,139,12382,0,1714490998,229,57,1370,2,71,122,5,1,86,97,80,36,0,9,6,shawn mendes,,,,,,,,Pop,
562,IDGAF (with blackbear),"Blackbear, BoyWithUke",300,672,29,283,267,625,0,197643795,10,2,13,0,1,98,3,1,78,83,75,41,0,27,8,blackbear,boywithuke,,,,,,,Latin / Reggaeton,
563,Golden,Harry Styles,644,654,210,724,528,8429,1,807015863,85,24,200,0,2,140,9,0,45,25,84,21,0,13,6,harry styles,,,,,,,,Pop,
564,Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",534,154,151,42,586,52898,0,933815613,203,1,8215,0,0,116,6,0,79,87,81,4,0,10,4,pharrell williams,nile rodgers,daft punk,,,,,,Dance / Electronic,Pop
565,Ain't Shit,Doja Cat,467,631,621,648,436,3436,0,499710590,32,6,46,0,1,124,11,1,86,62,49,51,0,35,21,doja cat,,,,,,,,Hip-Hop / Rap,
566,"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",120,106,640,382,166,918,0,120847157,34,39,30,0,0,105,4,0,91,73,72,13,0,9,15,jordan fisher,josh levi,finneas oconnell,4town from disney and pixari¿½i¿½i¿½s turning red,topher ngo,grayson vill,,,Latin / Reggaeton,
567,Still Life,BIGBANG,502,111,543,322,438,181,0,53909146,16,14,7,0,0,118,7,1,68,24,58,44,0,6,3,bigbang,,,,,,,,Pop,
568,Photograph,Ed Sheeran,710,59,453,118,557,18778,3,2236667932,228,105,2453,0,84,108,9,1,61,20,38,61,0,10,5,ed sheeran,,,,,,,,Pop,
569,Love Yourself,Justin Bieber,710,118,568,453,59,22730,5,2123309722,289,87,2430,0,36,100,9,1,61,53,38,84,0,28,44,justin bieber,,,,,,,,Pop,
570,N95,Kendrick Lamar,407,301,499,574,94,5542,0,301242089,52,16,65,0,206,140,11,0,81,39,66,38,0,12,14,kendrick lamar,,,,,,,,Hip-Hop / Rap,
571,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",499,600,576,570,574,4627,0,237351106,38,13,32,0,0,101,2,0,78,40,74,36,0,17,27,kendrick lamar,blxst,amanda reifer,,,,,,Hip-Hop / Rap,Latin / Reggaeton
572,United In Grief,Kendrick Lamar,368,669,543,582,618,2575,0,156898322,4,5,12,0,51,87,7,1,52,32,83,24,0,17,43,kendrick lamar,,,,,,,,Hip-Hop / Rap,
573,Father Time (feat. Sampha),"Kendrick Lamar, Sampha",574,585,527,93,536,3107,0,127309180,4,0,22,0,0,153,10,0,55,50,78,19,0,11,35,kendrick lamar,sampha,,,,,,,Hip-Hop / Rap,
574,Rich Spirit,Kendrick Lamar,585,573,93,570,486,3486,0,173702135,20,10,33,0,0,96,10,0,85,41,43,39,0,12,21,kendrick lamar,,,,,,,,Hip-Hop / Rap,
575,Me Fui de Vacaciones,Bad Bunny,286,428,580,427,525,1443,0,305650299,9,11,22,1,0,85,10,1,71,43,65,23,0,9,5,bad bunny,,,,,,,,Latin / Reggaeton,Pop
576,Silent Hill,"Kendrick Lamar, Kodak Black",499,600,140,570,132,3028,0,123216717,22,0,23,0,0,140,2,0,92,78,57,46,0,14,9,kendrick lamar,kodak black,,,,,,,Hip-Hop / Rap,
577,La Corriente,"Tony Dize, Bad Bunny",373,583,149,540,387,1796,8,479655659,8,25,18,1,0,196,1,0,66,58,79,23,0,22,20,tony dize,bad bunny,,,,,,,Latin / Reggaeton,
578,Count Me Out,Kendrick Lamar,597,601,220,635,529,2729,0,126191104,3,7,13,0,1,134,8,1,78,51,43,69,0,14,9,kendrick lamar,,,,,,,,Hip-Hop / Rap,
579,Andrea,"Buscabulla, Bad Bunny",532,592,67,132,586,1195,0,344055883,8,30,13,1,1,103,2,0,80,45,62,76,0,10,38,buscabulla,bad bunny,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
580,Dos Mil 16,Bad Bunny,327,518,286,545,583,892,3,338422004,10,24,11,0,0,130,2,1,82,50,67,12,0,13,5,bad bunny,,,,,,,,Latin / Reggaeton,
581,We Cry Together,"Kendrick Lamar, Taylour Paige",572,624,350,615,583,1635,0,68895644,4,1,6,0,0,108,1,1,65,52,69,31,0,8,36,kendrick lamar,taylour paige,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
582,Savior,"Kendrick Lamar, Sam Dew, Baby Keem",572,463,669,618,368,2291,0,86176890,9,0,8,0,0,123,7,1,61,66,71,53,0,32,46,kendrick lamar,sam dew,baby keem,,,,,,Hip-Hop / Rap,Latin / Reggaeton
583,Un Coco,Bad Bunny,580,591,350,286,327,1029,28,403231558,5,28,9,0,0,152,1,1,84,74,69,21,0,18,6,bad bunny,,,,,,,,Latin / Reggaeton,
584,Otro Atardecer,"Bad Bunny, The Marï¿½ï",590,72,215,380,509,1681,7,319546754,10,30,13,0,33,108,5,1,78,55,60,59,0,7,4,bad bunny,the mari¿½i,,,,,,,Latin / Reggaeton,
585,Worldwide Steppers,Kendrick Lamar,574,573,93,605,258,1480,0,61739839,1,0,5,0,0,72,10,0,56,56,47,76,0,8,36,kendrick lamar,,,,,,,,Hip-Hop / Rap,
586,Aguacero,Bad Bunny,21,10,42,592,532,829,0,283359161,4,15,10,0,0,121,6,0,86,67,65,42,0,35,7,bad bunny,,,,,,,,Latin / Reggaeton,
587,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",570,618,682,94,546,2308,0,76831876,7,0,7,0,0,138,11,0,57,71,82,19,0,15,29,kendrick lamar,ghostface killah,summer walker,,,,,,Hip-Hop / Rap,
588,Un Verano Sin Ti,Bad Bunny,296,401,58,605,11,1004,1,283332261,8,12,9,0,0,188,3,0,50,41,50,69,0,12,6,bad bunny,,,,,,,,Latin / Reggaeton,Pop
589,ULTRA SOLO,"Polima WestCoast, Pailita",274,334,434,580,653,1367,0,307752576,48,4,34,1,0,110,2,1,80,26,85,23,0,11,21,polima westcoast,pailita,,,,,,,Hip-Hop / Rap,
590,Callaita,"Bad Bunny, Tainy",584,72,327,554,380,9539,15,1304313953,162,116,355,7,0,176,5,1,61,24,62,60,0,24,31,bad bunny,tainy,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
591,Dua Lipa,Jack Harlow,552,542,492,583,624,1992,0,150500965,35,0,3,0,0,158,1,1,83,41,65,0,10,11,8,jack harlow,,,,,,,,Hip-Hop / Rap,
592,Agosto,Bad Bunny,532,67,579,586,547,897,0,246127838,6,20,8,0,0,115,2,0,85,72,58,9,0,49,12,bad bunny,,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
593,House Of Memories,Panic! At The Disco,149,617,387,128,316,2948,0,582863434,10,2,150,0,0,110,1,0,51,48,82,0,0,5,3,panic at the disco,,,,,,,,Pop,
594,Mr. Morale,"Kendrick Lamar, Tanna Leone",697,3,417,192,145,1860,0,58687425,1,0,3,0,0,174,4,1,73,26,54,30,0,34,32,kendrick lamar,tanna leone,,,,,,,Hip-Hop / Rap,
595,That That (prod. & feat. SUGA of BTS),"PSY, Suga",27,59,620,431,273,802,0,212109195,16,81,23,0,0,130,9,1,91,91,96,3,0,3,9,psy,suga,,,,,,,Latin / Reggaeton,
596,In The Stars,Benson Boone,256,428,254,575,188,2224,8,382199619,48,40,87,1,210,78,10,1,36,30,54,34,0,14,5,benson boone,,,,,,,,R&B,
597,Rich - Interlude,Kendrick Lamar,578,601,276,619,529,1103,0,41210087,0,0,0,0,0,104,8,1,44,74,42,88,0,9,9,kendrick lamar,,,,,,,,Hip-Hop / Rap,Pop
598,Stefania (Kalush Orchestra),KALUSH,657,658,30,168,700,555,0,53729194,10,4,4,0,0,105,5,1,83,32,82,14,0,12,4,kalush,,,,,,,,Latin / Reggaeton,
599,Thousand Miles,The Kid Laroi,141,371,16,232,91,2050,0,244741137,52,9,46,0,1,81,8,1,38,20,66,9,0,9,8,the kid laroi,,,,,,,,R&B,
600,Crown,Kendrick Lamar,499,452,576,132,56,1493,0,42485571,2,0,10,0,0,170,2,0,37,14,24,80,0,11,4,kendrick lamar,,,,,,,,Hip-Hop / Rap,Pop
601,Auntie Diaries,Kendrick Lamar,597,578,276,205,619,1545,0,37778188,1,0,4,0,0,78,8,1,43,60,38,76,1,48,38,kendrick lamar,,,,,,,,Hip-Hop / Rap,
602,PUFFIN ON ZOOTIEZ,Future,542,137,669,212,506,2350,0,254218729,28,42,23,0,0,125,7,1,88,28,66,6,0,13,31,future,,,,,,,,Hip-Hop / Rap,
603,Mirror,Kendrick Lamar,89,724,144,522,82,1929,0,53603447,2,0,4,0,0,92,9,0,66,29,65,23,0,8,7,kendrick lamar,,,,,,,,Hip-Hop / Rap,Pop
604,Beautiful Girl,Luciano,14,387,316,223,290,710,4,160035717,16,11,18,0,0,140,1,0,84,61,42,31,0,9,9,luciano,,,,,,,,Hip-Hop / Rap,
605,Savior - Interlude,Kendrick Lamar,401,585,574,588,570,1194,0,37091576,0,0,3,0,0,118,3,0,66,83,43,84,0,19,19,kendrick lamar,,,,,,,,Hip-Hop / Rap,
606,Pasoori,"Shae Gill, Ali Sethi",128,316,223,650,387,349,6,284249832,10,22,3,0,0,92,1,0,71,67,60,7,0,6,4,shae gill,ali sethi,,,,,,,Latin / Reggaeton,
607,Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",618,507,585,605,512,1890,0,33381454,3,0,2,0,0,140,7,0,49,50,37,87,0,11,35,kendrick lamar,beth gibbons,,,,,,,Hip-Hop / Rap,
608,Where Did You Go?,"MNEK, Jax Jones",427,252,575,286,244,4531,0,300983101,135,74,119,1,18,127,10,1,77,53,78,19,0,29,4,mnek,jax jones,,,,,,,Latin / Reggaeton,
609,I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",475,531,624,467,350,1657,0,121077868,15,3,3,0,0,96,1,1,71,37,52,62,0,11,36,ugly dray,tesla jnr,,,,,,,Hip-Hop / Rap,
610,Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",656,684,627,265,630,1351,0,106919680,26,1,17,0,0,150,7,0,82,82,66,13,0,11,6,justin bieber,don toliver,,,,,,,Pop,Latin / Reggaeton
611,ZOOM,Jessi,177,473,451,454,659,608,0,136996305,5,29,14,0,0,100,6,1,87,46,60,1,0,13,16,jessi,,,,,,,,Hip-Hop / Rap,
612,SloMo,Chanel,124,532,395,547,352,1211,0,65719930,31,0,19,0,2,105,2,0,73,59,81,13,0,9,6,chanel,,,,,,,,Pop,Latin / Reggaeton
613,FEARLESS,LE SSERAFIM,115,91,708,16,372,629,0,229497852,18,75,9,0,0,104,8,1,86,43,62,5,0,13,14,le sserafim,,,,,,,,Hip-Hop / Rap,
614,10 Things I Hate About You,Leah Kate,364,342,462,127,298,1301,0,185550869,23,1,15,0,0,154,7,1,54,45,79,1,0,17,5,leah kate,,,,,,,,Pop,
615,SPACE MAN,Sam Ryder,624,670,492,552,467,1329,0,54682594,42,51,32,0,0,80,1,1,47,33,83,18,0,10,5,sam ryder,,,,,,,,Pop,
616,With you,"HA SUNG WOON, Jimin",631,436,648,358,135,343,2,240580042,4,35,11,1,1,150,11,1,53,14,43,64,0,13,3,ha sung woon,jimin,,,,,,,K-Pop,Pop
617,Iris,The Goo Goo Dolls,149,593,540,387,316,13101,9,1284942608,137,5,582,0,0,156,1,0,32,49,72,0,0,9,4,the goo goo dolls,,,,,,,,Rock / Alternative,
618,The Heart Part 5,Kendrick Lamar,607,435,627,656,174,2939,0,71423324,29,0,30,0,0,98,7,0,76,79,81,18,0,6,34,kendrick lamar,,,,,,,,Hip-Hop / Rap,
619,San Lucas,Kevin Kaarl,448,276,635,404,245,407,1,244891912,5,0,5,0,0,92,8,1,58,27,36,86,0,9,3,kevin kaarl,,,,,,,,Pop,
620,Good Looking,Suki Waterhouse,59,27,568,710,118,2264,0,184706613,11,6,25,0,1,150,9,1,37,27,56,8,0,13,3,suki waterhouse,,,,,,,,Pop,
621,Flowers,Lauren Spencer Smith,631,565,383,436,648,801,0,184826429,42,9,24,1,1,138,11,1,70,31,44,84,0,9,39,lauren spencer smith,,,,,,,,Pop,Hip-Hop / Rap
622,Yet To Come,BTS,136,666,53,471,459,829,0,302006641,32,110,26,0,0,172,2,1,56,68,89,4,0,33,19,bts,,,,,,,,K-Pop,
623,Run BTS,BTS,414,272,517,438,266,736,0,330881149,5,132,17,0,3,77,7,1,72,70,82,2,0,4,17,bts,,,,,,,,K-Pop,
624,Music For a Sushi Restaurant,Harry Styles,517,615,492,350,467,4449,1,334733572,80,11,66,0,1,107,1,1,72,36,72,26,6,11,4,harry styles,,,,,,,,Pop,
625,Matilda,Harry Styles,269,557,631,215,380,3218,3,366214458,29,10,79,0,0,114,5,1,51,39,29,90,0,10,4,harry styles,,,,,,,,Pop,
626,For Youth,BTS,339,168,380,215,405,327,0,114546317,5,40,12,0,0,117,5,1,63,29,51,43,0,25,4,bts,,,,,,,,K-Pop,Pop
627,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,435,684,656,630,618,4576,0,448500832,79,13,93,0,17,160,7,0,80,74,60,8,0,14,26,doja cat,,,,,,,,Hip-Hop / Rap,
628,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",712,613,239,371,708,2313,0,136676504,34,0,29,0,0,120,8,1,88,15,56,1,0,8,6,pharrell williams,tyler,the creator,21 savage,,,,,Hip-Hop / Rap,
629,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",316,23,223,410,534,3983,0,190625045,73,45,119,0,0,100,1,0,82,76,70,16,0,8,5,calvin harris,dua lipa,young thug,,,,,,Pop,Latin / Reggaeton
630,Born Singer,BTS,684,665,251,656,627,279,0,79095270,0,18,6,0,0,158,7,0,60,68,84,4,0,24,11,bts,,,,,,,,K-Pop,
631,Little Freak,Harry Styles,635,436,625,648,358,2302,0,273194684,20,3,39,0,0,142,11,1,56,40,54,72,0,10,4,harry styles,,,,,,,,Pop,
632,True Love,"Kanye West, XXXTENTACION",675,24,238,224,159,2129,0,194902696,23,1,44,1,0,84,3,0,71,39,86,2,0,51,25,kanye west,xxxtentacion,,,,,,,Hip-Hop / Rap,
633,Pass The Dutchie,Musical Youth,699,138,263,529,115,5328,0,195918494,54,76,900,0,0,151,8,1,73,88,67,20,0,32,5,musical youth,,,,,,,,Pop,
634,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",55,412,547,592,8,1401,0,248511839,26,16,17,0,1,128,2,0,82,42,75,6,0,63,6,bizarrap,villano antillano,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
635,Love Of My Life,Harry Styles,631,245,619,448,557,1933,0,233671263,13,2,31,0,0,118,8,1,56,20,54,67,0,6,5,harry styles,,,,,,,,Pop,
636,Grapejuice,Harry Styles,361,300,122,639,244,1986,0,199587884,7,1,15,0,0,183,3,1,65,88,72,36,14,20,3,harry styles,,,,,,,,Pop,
637,So Good,Halsey,660,282,546,301,94,1057,0,91781263,51,14,19,0,0,83,11,0,63,29,62,4,0,18,4,halsey,,,,,,,,R&B,Pop
638,Belly Dancer,"BYOR, Imanbek",580,655,274,178,434,5115,13,383835984,109,38,301,1,33,122,2,1,85,42,80,6,0,17,14,byor,imanbek,,,,,,,Latin / Reggaeton,
