id_song,track_name,artist(s)_name,id_rec_1,id_rec_2,id_rec_3,id_rec_4,id_rec_5,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,et_key,et_mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,genre_inferred,subgenre_inferred
219,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",387,128,223,650,316,351,9,76910644,16,90,10,0,64,110,1,0,76,26,70,1,0,41,6,taeyang,lisa,,,,,,,Hip-Hop / Rap,
220,Komang,Raim Laode,245,673,578,635,698,158,4,137123880,5,6,1,1,18,134,8,1,70,35,41,41,0,10,3,raim laode,,,,,,,,Pop,
221,Made You Look,Meghan Trainor,244,286,402,427,84,3956,6,502574952,142,23,127,3,16,145,10,1,84,88,53,35,0,8,7,meghan trainor,,,,,,,,Latin / Reggaeton,
222,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",593,387,316,149,223,1638,10,207033255,0,0,21,0,0,130,1,0,69,36,90,1,10,15,4,sped up nightcore,arizonatears,lil uzi vert,,,,,,Hip-Hop / Rap,Dance / Electronic
223,Punto G,Quevedo,650,128,316,387,593,1985,35,381161027,34,26,37,5,1,92,1,0,75,55,76,25,0,10,15,quevedo,,,,,,,,Latin / Reggaeton,
224,Lovers Rock,TV Girl,87,24,550,58,11,6339,13,466231982,3,1,36,1,37,105,3,0,56,57,87,0,1,10,4,tv girl,,,,,,,,Pop,
225,METAMORPHOSIS,INTERWORLD,481,365,354,469,190,1561,24,357580552,18,78,24,0,30,175,8,0,59,15,64,43,90,12,10,interworld,,,,,,,,Pop,
226,Mami Chula,"Quevedo, Jhayco",190,223,385,469,365,875,4,61105704,17,13,27,0,43,120,8,0,80,33,70,22,0,9,4,quevedo,jhayco,,,,,,,Latin / Reggaeton,
227,En Paris,"El Chachito, Junior H",407,301,570,660,546,406,5,198275403,3,31,2,1,0,139,11,0,70,77,48,37,0,12,5,el chachito,junior h,,,,,,,Latin / Reggaeton,
228,I Was Never There,"The Weeknd, Gesaffelstein",419,231,596,428,388,4188,15,705469769,30,70,142,0,27,114,10,1,32,17,74,14,0,17,3,the weeknd,gesaffelstein,,,,,,,R&B,
229,Don't ever say love me (feat. RM of BTS),"RM, Colde",387,457,290,604,617,105,0,34502215,5,9,5,0,0,145,1,0,54,19,48,36,0,37,5,rm,colde,,,,,,,Hip-Hop / Rap,
230,Gato de Noche,"Nengo Flow, Bad Bunny",170,580,70,272,286,2651,30,304118600,21,55,32,3,0,94,7,1,89,61,66,17,0,36,16,nengo flow,bad bunny,,,,,,,Latin / Reggaeton,
231,Call Out My Name,The Weeknd,396,681,489,53,37,11087,6,1449799467,151,107,801,1,105,134,2,1,45,17,60,21,0,33,4,the weeknd,,,,,,,,R&B,Pop
232,Like Crazy (English Version),Jimin,16,91,643,78,241,373,19,173627354,4,72,5,0,5,120,8,1,62,32,76,0,0,39,4,jimin,,,,,,,,K-Pop,
233,Sunroof,"Nicky Youre, Dazy",244,221,427,575,252,3741,17,652704649,156,35,110,19,0,131,10,1,77,84,71,35,0,15,4,nicky youre,dazy,,,,,,,Latin / Reggaeton,
234,Lose Yourself - Soundtrack Version,Eminem,554,418,393,494,64,32502,21,1829992958,247,54,5567,1,51,171,5,1,70,6,73,1,0,36,26,eminem,,,,,,,,Hip-Hop / Rap,
235,Superman,"Eminem, Dina Rae",82,105,449,284,198,7615,14,655466831,18,51,1005,0,0,130,9,0,80,64,76,2,0,20,6,eminem,dina rae,,,,,,,Hip-Hop / Rap,
236,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",350,624,583,467,615,1208,34,146409671,10,41,20,0,1,94,1,1,82,53,67,34,0,9,8,mambo kingz,dj luian,anuel aa,,,,,,Latin / Reggaeton,
237,People Pt.2 (feat. IU),"IU, Agust D",469,190,365,385,45,209,4,95816024,4,45,11,2,24,89,8,0,73,44,57,39,0,32,6,iu,agust d,,,,,,,Hip-Hop / Rap,
238,REMIX EXCLUSIVO,Feid,250,87,174,159,337,1235,9,117206995,20,8,15,0,6,87,3,0,65,71,56,4,0,15,20,feid,,,,,,,,Latin / Reggaeton,
239,DOGTOOTH,"Tyler, The Creator",35,623,669,70,368,1479,0,80758350,23,0,18,0,33,78,7,1,71,80,65,51,0,22,32,tyler,the creator,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
240,SORRY NOT SORRY,"Tyler, The Creator",516,35,293,200,295,709,0,58473276,8,1,13,0,0,96,6,0,48,50,80,40,0,37,20,tyler,the creator,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
241,HAPPY,NF,92,91,16,232,613,660,0,52722996,22,7,11,0,78,106,8,1,73,22,86,31,0,12,4,nf,,,,,,,,Pop,
242,La Bebe,Yng Lvcas,9,268,480,12,488,489,17,191945597,4,11,5,1,2,170,5,0,78,75,46,62,0,12,35,yng lvcas,,,,,,,,Hip-Hop / Rap,
243,I Know - PR1SVX Edit,"Kanii, PR1ISVX",387,593,128,223,650,407,0,77377503,16,15,5,0,1,134,1,0,67,11,76,8,47,30,7,kanii,pr1isvx,,,,,,,Hip-Hop / Rap,
244,Late Night Talking,Harry Styles,221,517,427,636,252,7461,8,743693613,166,42,199,16,58,115,10,1,71,90,73,30,0,11,5,harry styles,,,,,,,,Pop,
245,Something in the Orange,Zach Bryan,220,635,698,673,371,3282,12,449701773,67,84,46,16,117,110,8,1,59,22,38,42,0,12,3,zach bryan,,,,,,,,Pop,
246,VOID,Melanie Martinez,430,697,471,249,498,596,0,67070410,29,9,12,0,52,100,4,1,72,42,66,18,4,19,4,melanie martinez,,,,,,,,Pop,
247,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",119,20,31,44,43,320,6,116334601,5,48,2,1,9,142,8,0,70,76,79,26,0,11,7,fuerza regida,chino pacas,,,,,,,Latin / Reggaeton,
248,If We Ever Broke Up,Mae Stephens,633,92,578,324,699,2040,4,165584767,81,27,66,9,444,116,8,1,90,96,73,62,0,9,4,mae stephens,,,,,,,,K-Pop,
249,You Proof,Morgan Wallen,471,261,246,263,279,2128,9,367814306,37,88,9,0,14,120,4,1,73,64,85,25,0,61,3,morgan wallen,,,,,,,,K-Pop,Pop
250,LA INOCENTE,"Feid, Mora",238,296,649,87,174,2598,37,477033549,28,57,43,8,85,92,3,0,76,46,79,31,0,7,6,feid,mora,,,,,,,Latin / Reggaeton,
251,Malas Decisiones,Kenia OS,174,656,503,630,435,542,2,156214700,23,2,21,0,0,110,7,0,81,64,79,5,0,31,3,kenia os,,,,,,,,Latin / Reggaeton,
252,Murder In My Mind,Kordhell,427,525,575,244,286,2459,20,448843705,20,68,50,0,22,120,10,1,71,57,97,1,0,13,11,kordhell,,,,,,,,K-Pop,
253,CAIRO,"Karol G, Ovy On The Drums",159,649,42,296,11,2418,26,294352144,52,66,55,1,16,115,3,0,95,43,69,47,0,9,31,karol g,ovy on the drums,,,,,,,Latin / Reggaeton,Hip-Hop / Rap
254,I Love You So,The Walters,256,575,596,432,428,7536,7,972164968,44,19,135,0,6,76,10,1,58,46,67,65,0,13,4,the walters,,,,,,,,Pop,
255,Dark Red,Steve Lacy,22,281,183,659,454,10431,7,920045682,71,53,181,0,10,172,6,1,60,77,78,45,0,12,6,steve lacy,,,,,,,,R&B,Pop
256,Say You Won't Let Go,James Arthur,254,596,84,432,575,15722,16,2420461338,231,37,1509,0,13,99,10,1,40,45,56,69,0,9,5,james arthur,,,,,,,,Pop,
257,Heart To Heart,Mac DeMarco,507,684,503,435,627,1640,0,244658767,27,27,29,1,1,150,7,0,90,64,14,67,35,11,10,mac demarco,,,,,,,,Hip-Hop / Rap,
258,Peaches (from The Super Mario Bros. Movie),Jack Black,329,574,585,93,671,34,0,68216992,0,0,0,0,0,92,10,0,71,41,31,79,0,10,5,jack black,,,,,,,,Pop,
259,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",1,178,655,459,399,1845,16,223582566,20,8,30,2,0,95,2,1,77,72,87,17,0,7,5,duki,nicki nicole,cris mj,standly,stars music chile,,,,Latin / Reggaeton,
260,LOKERA,"Brray, Rauw Alejandro, Lyanno",223,316,650,407,387,3301,30,471819764,72,64,64,6,3,102,1,0,83,58,83,21,0,10,5,brray,rauw alejandro,lyanno,,,,,,Latin / Reggaeton,
261,Numb,Linkin Park,249,471,246,697,491,20111,5,1361425037,39,0,7341,0,0,110,4,1,50,24,86,0,0,64,4,linkin park,,,,,,,,Rock / Alternative,
262,on the street (with J. Cole),"j-hope, J. Cole",223,650,14,410,316,615,2,116599790,22,82,8,0,9,94,1,0,68,81,82,53,0,9,13,jhope,j cole,,,,,,,Latin / Reggaeton,
263,One Thing At A Time,Morgan Wallen,270,138,699,266,633,811,4,148469433,11,58,5,0,21,142,8,1,61,92,91,0,0,26,3,morgan wallen,,,,,,,,Pop,
264,Miss You,"Robin Schulz, Oliver Tree",386,153,293,203,200,5730,10,497225336,108,16,197,3,165,145,6,0,59,20,74,1,0,15,5,robin schulz,oliver tree,,,,,,,Hip-Hop / Rap,
265,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",610,499,124,559,8,1190,0,105062254,29,3,18,0,19,137,2,0,84,44,67,8,0,11,6,don toliver,future,justin bieber,,,,,,Pop,Latin / Reggaeton
266,Everything I Love,Morgan Wallen,517,272,270,438,263,579,0,95623148,11,54,0,0,103,104,7,1,56,72,85,0,0,15,3,morgan wallen,,,,,,,,Pop,
267,Heaven,Niall Horan,719,29,300,146,134,1553,2,144584800,61,6,48,0,150,92,3,1,57,68,76,7,0,33,3,niall horan,,,,,,,,Pop,
268,LET GO,Central Cee,242,12,480,303,488,2301,20,298063749,49,23,110,0,8,146,5,0,74,51,45,86,0,21,38,central cee,,,,,,,,Hip-Hop / Rap,
269,Sial,Mahalini,625,215,380,626,339,134,4,166570053,4,6,0,0,23,120,5,1,56,20,43,89,0,12,4,mahalini,,,,,,,,Pop,
270,I Wrote The Book,Morgan Wallen,279,263,535,266,700,430,0,83021468,15,17,0,0,0,144,5,1,68,83,81,9,0,8,4,morgan wallen,,,,,,,,Latin / Reggaeton,Pop
271,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",158,720,208,145,246,86,0,139836056,11,101,0,0,48,94,4,1,59,44,56,80,0,6,3,arijit singh,sachinjigar,,,,,,,Pop,Latin / Reggaeton
272,SPIT IN MY FACE!,ThxSoMch,517,438,623,266,70,629,14,303216294,32,3,9,0,0,94,7,1,73,65,79,5,2,11,6,thxsomch,,,,,,,,Latin / Reggaeton,
273,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",279,620,281,266,27,329,0,58890931,14,35,1,0,0,148,9,1,50,49,76,12,0,12,3,morgan wallen,eric church,,,,,,,Latin / Reggaeton,
274,Red Ruby Da Sleeze,Nicki Minaj,434,334,506,545,86,1168,0,81419389,45,11,20,0,21,98,2,1,70,29,73,12,0,11,26,nicki minaj,,,,,,,,Hip-Hop / Rap,
275,Kahani Suno 2.0,Kaifi Khalil,531,376,475,624,467,162,6,156777415,1,10,1,0,1,140,1,1,58,26,38,91,0,10,4,kaifi khalil,,,,,,,,Pop,
276,Nobody Gets Me,SZA,619,404,448,635,365,2536,6,284908316,59,100,58,13,2,100,8,1,36,28,28,81,0,18,3,sza,,,,,,,,R&B,Pop
277,Hype Boy,NewJeans,83,696,644,106,105,892,17,363472647,20,119,12,2,7,100,9,0,59,78,94,27,0,29,23,newjeans,,,,,,,,K-Pop,
278,Bloody Mary,Lady Gaga,382,166,150,106,120,3909,0,372476382,66,26,277,3,734,100,4,0,59,49,65,2,0,13,3,lady gaga,,,,,,,,Pop,
279,ýýý98 Braves,Morgan Wallen,270,494,700,535,64,282,0,56533272,6,15,0,0,0,142,5,1,49,48,67,10,0,26,3,morgan wallen,,,,,,,,Pop,
280,WANDA,Quevedo,180,644,284,105,449,888,22,175399345,11,24,7,1,7,176,9,0,72,96,63,25,0,21,7,quevedo,,,,,,,,Latin / Reggaeton,
281,Thought You Should Know,Morgan Wallen,22,255,279,112,555,968,4,203221468,16,53,1,0,61,140,6,1,53,51,70,49,0,14,3,morgan wallen,,,,,,,,Pop,
282,In The End,Linkin Park,637,94,546,682,660,25065,6,1624165576,63,0,6808,2,0,105,11,0,55,40,90,1,0,32,6,linkin park,,,,,,,,Rock / Alternative,
283,Zona De Perigo,Leo Santana,636,300,672,361,122,531,4,134294498,20,1,71,2,0,135,3,1,81,97,77,75,0,35,3,leo santana,,,,,,,,Latin / Reggaeton,
284,Lovezinho,Treyce,83,449,556,522,144,242,0,70069745,12,2,13,0,4,128,9,0,82,61,59,30,0,12,4,treyce,,,,,,,,Latin / Reggaeton,
285,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",29,36,146,719,160,5281,14,609293408,94,21,80,15,38,101,3,1,74,43,69,12,0,12,7,post malone,doja cat,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
286,Neverita,Bad Bunny,575,580,427,583,525,2590,30,671365962,20,64,35,6,0,122,10,1,88,43,50,7,0,14,5,bad bunny,,,,,,,,Latin / Reggaeton,
287,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",456,650,223,128,113,6180,7,1223481149,122,88,580,21,10,77,1,0,72,59,76,24,0,42,28,imagine dragons,league of legends,jid,arcane,,,,,Rock / Alternative,
288,Revenge,XXXTENTACION,533,290,604,457,14,3600,11,1022258230,7,0,203,0,2,140,1,0,75,18,25,78,0,11,26,xxxtentacion,,,,,,,,Pop,Hip-Hop / Rap
289,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",136,622,489,53,666,1254,6,263453310,26,69,73,2,6,158,2,1,65,72,95,31,0,92,5,israel rodolffo,ana castela,,,,,,,Latin / Reggaeton,
290,Love Again,The Kid Laroi,604,14,288,223,387,1283,0,147538971,57,4,48,0,0,107,1,0,66,47,40,72,0,11,3,the kid laroi,,,,,,,,Pop,
291,After Hours,The Weeknd,401,116,550,296,386,8084,6,698086140,45,115,218,1,221,109,3,0,66,16,57,10,1,12,3,the weeknd,,,,,,,,R&B,Pop
292,About Damn Time,Lizzo,113,675,299,671,314,2332,2,723894473,0,0,25,0,0,109,10,0,84,72,74,10,0,34,7,lizzo,,,,,,,,Latin / Reggaeton,
293,ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,203,386,200,153,151,685,14,403097450,24,94,9,0,23,158,6,0,60,52,76,17,0,19,5,fujii kaze,,,,,,,,Pop,
294,Besos Moja2,"Wisin & Yandel, ROSALï¿½",48,87,224,198,238,2460,13,309483971,53,7,56,3,1,94,3,0,74,64,73,6,0,10,6,wisin yandel,rosali¿½,,,,,,,Latin / Reggaeton,
295,Maan Meri Jaan,King,200,151,42,386,586,288,6,319566866,11,80,1,0,8,96,6,0,70,40,51,35,0,10,4,king,,,,,,,,Pop,
296,Moscow Mule,Bad Bunny,588,190,291,337,24,4572,33,909001996,74,113,85,9,2,100,3,0,80,29,67,29,0,12,3,bad bunny,,,,,,,,Latin / Reggaeton,
297,My Universe,"Coldplay, BTS",471,246,78,697,430,6127,13,1061966512,0,0,0,0,0,105,4,1,58,42,68,1,0,14,4,coldplay,bts,,,,,,,K-Pop,
298,TRUSTFALL,P!nk,212,642,614,364,13,2098,16,134255790,88,24,101,7,451,122,7,1,64,25,89,0,0,15,9,pnk,,,,,,,,Hip-Hop / Rap,
299,ANTIFRAGILE,LE SSERAFIM,113,292,671,314,675,761,12,301051721,23,95,11,0,3,105,10,0,88,82,80,8,0,11,8,le sserafim,,,,,,,,Hip-Hop / Rap,Latin / Reggaeton
300,Boy's a liar,PinkPantheress,46,122,361,719,267,1225,0,156338624,27,0,28,13,0,133,3,1,66,74,84,25,0,21,4,pinkpantheress,,,,,,,,Pop,
301,Shirt,SZA,660,407,546,570,637,3469,0,309653982,71,95,31,0,2,120,11,0,82,55,45,15,3,9,10,sza,,,,,,,,R&B,Hip-Hop / Rap
302,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,441,208,417,720,145,3311,0,297328960,129,31,212,1,41,177,4,1,25,17,30,90,0,13,3,rihanna,,,,,,,,Pop,
303,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,480,88,488,395,12,2616,0,332506354,113,17,208,0,192,142,5,0,64,31,72,15,0,9,5,lil nas x,,,,,,,,Pop,
304,"Sex, Drugs, Etc.",Beach Weather,465,696,690,105,180,3006,16,480507035,47,60,87,12,124,144,9,0,57,47,84,1,1,52,4,beach weather,,,,,,,,Pop,
305,Boy With Luv (feat. Halsey),"Halsey, BTS",23,410,316,630,149,4260,0,1065580332,113,92,259,0,1,120,1,0,65,80,86,9,0,19,10,halsey,bts,,,,,,,K-Pop,Latin / Reggaeton
306,"Hey, Mickey!",Baby Tate,209,509,561,339,168,482,0,122763672,9,1,12,4,3,135,5,1,92,73,51,55,0,15,6,baby tate,,,,,,,,Pop,
307,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",115,324,78,613,91,138,4,1365184,13,78,2,0,0,105,8,1,82,62,74,10,0,33,7,arijit singh,vishal dadlani,sukriti kakar,vishalshekhar,shekhar ravjiani,kumaar,,,Latin / Reggaeton,
308,Escapism. - Sped Up,"RAYE, 070 Shake",200,386,293,203,295,1368,0,184308753,12,1,11,0,8,108,6,0,44,38,77,9,0,9,20,raye,070 shake,,,,,,,Hip-Hop / Rap,
309,Te Felicito,"Shakira, Rauw Alejandro",439,361,76,36,300,4796,9,606361689,124,66,212,13,1,174,3,1,70,57,64,23,0,8,32,shakira,rauw alejandro,,,,,,,Latin / Reggaeton,
310,TV,Billie Eilish,103,147,446,389,654,3009,2,338564981,68,89,65,0,25,141,9,0,41,9,25,84,1,14,4,billie eilish,,,,,,,,Pop,
311,I'm Not The Only One,Sam Smith,97,383,7,134,312,17492,3,1606986953,136,24,1959,0,30,82,3,1,68,50,49,56,0,8,4,sam smith,,,,,,,,Pop,
312,Heather,Conan Gray,206,383,90,97,511,6170,7,1301799902,82,1,231,0,2,92,3,1,47,25,43,62,0,32,3,conan gray,,,,,,,,R&B,Pop
313,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",251,656,174,630,435,130,4,140187018,21,79,2,0,0,116,7,0,77,65,80,6,0,15,4,vishalshekhar,shilpa rao,caralisa monteiro,kumaar,vishal dadlani,shekhar ravjiani,,,Dance / Electronic,Latin / Reggaeton
314,Sugar Rush Ride,TOMORROW X TOGETHER,113,299,292,675,671,359,0,107642809,12,56,13,0,13,125,10,0,71,83,89,1,0,17,9,tomorrow x together,,,,,,,,K-Pop,
315,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",506,711,460,274,560,5491,14,556585270,128,84,75,0,35,83,2,1,46,34,64,31,0,7,34,drake,future,tems,,,,,,Hip-Hop / Rap,
316,Don't Start Now,Dua Lipa,23,629,410,223,534,27119,0,2303033973,532,77,1535,3,8,124,1,0,79,68,79,1,0,10,8,dua lipa,,,,,,,,Pop,
317,After Dark,Mr.Kitty,502,322,127,111,13,1776,14,646886885,1,9,3,0,0,140,7,1,58,4,60,7,41,8,3,mrkitty,,,,,,,,Pop,
318,Atlantis,Seafret,665,684,630,507,656,3045,6,571386359,43,53,134,1,32,166,7,0,40,23,48,5,0,12,3,seafret,,,,,,,,Pop,
319,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",613,523,115,708,78,852,0,174006928,14,1,50,0,0,87,8,1,87,52,52,31,0,28,24,dj escobar,mc menor sg,mc menor hr,,,,,,Hip-Hop / Rap,
320,How Do I Say Goodbye,Dean Lewis,543,54,13,111,642,2163,15,284785823,72,97,58,0,154,82,7,1,40,39,64,21,0,7,7,dean lewis,,,,,,,,R&B,
321,Blind,SZA,346,365,425,533,354,1484,0,163284000,22,51,12,0,0,114,4,0,46,60,28,91,0,21,4,sza,,,,,,,,R&B,Pop
322,Die For You,Joji,201,127,502,567,648,1703,0,246390068,38,45,36,16,0,148,7,1,47,15,52,38,13,29,5,joji,,,,,,,,R&B,Pop
323,Doja,Central Cee,483,177,255,473,611,4169,44,482257456,57,44,183,1,11,140,6,1,91,97,57,38,0,40,29,central cee,,,,,,,,Hip-Hop / Rap,
324,Gatita,Bellakath,115,633,613,91,78,1054,0,168684524,9,0,15,0,1,101,8,1,90,76,81,15,24,33,6,bellakath,,,,,,,,Latin / Reggaeton,
325,Rumble,"Skrillex, Flowdan, Fred again..",8,691,77,559,499,2849,0,78489819,39,45,27,0,1,140,2,0,81,6,84,5,23,6,6,skrillex,flowdan,fred again,,,,,,Dance / Electronic,Hip-Hop / Rap
326,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",80,109,26,365,706,1602,0,195516622,12,22,12,0,2,88,8,0,49,24,66,19,0,18,29,travis scott,21 savage,metro boomin,,,,,,Hip-Hop / Rap,
327,Yonaguni,Bad Bunny,580,518,545,345,583,9644,28,1260594497,120,86,164,4,0,180,2,1,64,44,65,28,0,14,12,bad bunny,,,,,,,,Latin / Reggaeton,Pop
328,Super Freaky Girl,Nicki Minaj,437,561,270,692,139,4827,0,428685680,104,17,76,9,2,133,5,1,95,91,89,6,0,31,24,nicki minaj,,,,,,,,Hip-Hop / Rap,K-Pop
329,Running Up That Hill (A Deal With God),Kate Bush,258,574,93,585,671,21811,0,1024858327,117,1,676,3,0,108,10,0,63,20,55,72,0,6,6,kate bush,,,,,,,,Pop,
330,Dream On,Aerosmith,337,401,291,550,58,168,0,838586769,0,0,5,0,0,80,3,0,39,24,43,39,0,23,3,aerosmith,,,,,,,,Rock / Alternative,
331,Limbo,Freddie Dredd,650,223,128,316,457,688,0,199386237,14,1,17,0,2,75,1,0,80,46,62,3,6,11,46,freddie dredd,,,,,,,,Hip-Hop / Rap,
332,Where Are You Now,"Lost Frequencies, Calum Scott",295,200,75,153,293,10565,44,972509632,238,122,557,17,58,121,6,0,67,26,64,52,0,17,10,lost frequencies,calum scott,,,,,,,Hip-Hop / Rap,
333,WORTH NOTHING,"Twisted, Oliver Tree",303,480,88,488,12,1612,0,213438580,34,54,34,0,2,140,5,0,58,17,62,18,0,20,8,twisted,oliver tree,,,,,,,Hip-Hop / Rap,
334,KICK BACK,Kenshi Yonezu,86,274,399,464,1,574,4,210038833,38,101,26,0,0,102,2,1,58,29,94,0,0,9,11,kenshi yonezu,,,,,,,,Hip-Hop / Rap,
335,Good Days,SZA,73,680,547,592,37,10426,2,826623384,133,109,182,1,10,121,2,0,46,53,78,23,0,72,6,sza,,,,,,,,R&B,Pop
336,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",534,154,316,23,151,15894,8,1802514301,198,13,544,0,60,103,6,0,70,92,83,1,0,7,6,dua lipa,dababy,,,,,,,Pop,Latin / Reggaeton
337,Shut up My Moms Calling - (Sped Up),Hotel Ugly,296,291,330,550,150,713,7,181831132,2,4,6,0,0,85,3,0,65,36,47,31,0,12,10,hotel ugly,,,,,,,,Pop,
338,Ferrari,"James Hype, Miggy Dela Rosa",612,124,71,499,547,7758,28,462791599,173,79,175,0,168,125,2,0,84,70,69,1,0,5,5,james hype,miggy dela rosa,,,,,,,Latin / Reggaeton,
339,"You're On Your Own, Kid",Taylor Swift,215,64,30,626,168,2537,2,348647203,8,18,20,0,1,120,5,1,69,40,39,41,0,13,6,taylor swift,,,,,,,,Pop,
340,It's the Most Wonderful Time of the Year,Andy Williams,79,713,597,529,673,8879,0,663832097,182,107,160,0,1,202,8,1,24,76,60,77,0,12,4,andy williams,,,,,,,,Pop,Rock / Alternative
341,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,349,183,689,129,216,6512,0,446390129,88,1,277,0,0,134,2,1,45,72,24,91,0,18,4,dean martin,,,,,,,,Rock / Alternative,Pop
342,Underneath the Tree,Kelly Clarkson,462,614,364,100,266,6596,0,485285717,144,99,251,0,0,160,7,1,51,69,81,0,0,21,5,kelly clarkson,,,,,,,,Pop,Rock / Alternative
343,Mistletoe,Justin Bieber,651,367,447,586,293,9577,0,629173063,195,111,310,0,0,162,6,0,67,88,54,51,0,9,4,justin bieber,,,,,,,,Pop,
344,Sleigh Ride,The Ronettes,209,360,535,139,692,10114,0,404664135,114,74,262,0,0,92,5,1,53,84,77,40,0,32,3,the ronettes,,,,,,,,Rock / Alternative,
345,Seek & Destroy,SZA,369,327,545,76,380,1007,0,98709329,5,31,1,0,0,152,2,1,65,35,65,44,18,21,7,sza,,,,,,,,R&B,
346,Love Language,SZA,321,365,425,354,533,1127,0,110849052,16,63,8,0,0,65,4,0,71,55,26,85,0,13,8,sza,,,,,,,,R&B,
347,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",494,279,360,626,64,10829,0,460492795,130,1,390,0,0,147,5,1,33,39,61,32,0,77,3,john lennon,the harlem community choir,the plastic ono band,yoko ono,,,,,Rock / Alternative,
348,Used (feat. Don Toliver),"SZA, Don Toliver",536,685,671,292,113,1042,0,94005786,7,29,3,0,0,150,10,0,73,71,69,53,0,32,9,sza,don toliver,,,,,,,R&B,Latin / Reggaeton
349,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,689,341,345,231,183,11500,0,389771964,140,72,251,0,0,139,2,1,36,22,15,84,0,11,4,nat king cole,,,,,,,,Rock / Alternative,
350,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,624,583,475,552,615,1685,0,403939487,1,0,29,0,0,95,1,1,75,74,58,36,0,9,3,paul mccartney,,,,,,,,Pop,
351,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",555,380,524,359,281,1634,0,110073250,16,20,4,0,0,125,6,1,62,59,43,84,3,11,5,sza,phoebe bridgers,,,,,,,R&B,
352,Merry Christmas Everyone,Shakin' Stevens,532,612,680,547,124,1087,0,351636786,90,35,5,0,0,101,2,0,72,91,87,14,0,13,3,shakin stevens,,,,,,,,Pop,
353,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",379,209,380,625,306,10585,0,473248298,126,108,406,0,0,143,5,1,60,86,32,88,0,34,6,frank sinatra,b swanson quartet,,,,,,,Hip-Hop / Rap,Pop
354,SOS,SZA,365,44,469,321,378,827,0,73981293,6,18,1,0,0,119,8,0,51,51,66,67,0,9,23,sza,,,,,,,,R&B,
355,Open Arms (feat. Travis Scott),"SZA, Travis Scott",380,346,376,720,276,1420,4,155653938,13,87,17,0,46,78,4,1,67,22,59,76,1,15,16,sza,travis scott,,,,,,,Hip-Hop / Rap,
356,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",441,302,208,720,417,11940,0,395591396,73,79,123,0,0,96,4,1,23,19,25,91,0,40,3,bing crosby,john scott trotter his orchestra,ken darby singers,,,,,,Rock / Alternative,
357,Driving Home for Christmas - 2019 Remaster,Chris Rea,639,3,145,117,471,888,0,429504768,50,0,6,0,0,180,4,1,51,87,58,36,0,18,4,chris rea,,,,,,,,Pop,
358,Christmas (Baby Please Come Home),Darlene Love,436,135,648,631,565,9122,0,242767149,121,58,212,0,0,126,11,1,34,35,76,39,0,8,5,darlene love,,,,,,,,Rock / Alternative,
